path,real,fake
./face_image/fake/7QPIU39LJM.jpg,0,1
./face_image/real/28942.jpg,1,0
./face_image/real/01978.jpg,1,0
./face_image/fake/2EIFU1XH5U.jpg,0,1
./face_image/real/38860.jpg,1,0
./face_image/real/60254.jpg,1,0
./face_image/fake/SOUT5TFNKC.jpg,0,1
./face_image/real/34894.jpg,1,0
./face_image/real/19810.jpg,1,0
./face_image/real/38919.jpg,1,0
./face_image/fake/7ZI1A680R6.jpg,0,1
./face_image/real/00183.jpg,1,0
./face_image/fake/OK3V7WP997.jpg,0,1
./face_image/real/21006.jpg,1,0
./face_image/real/53329.jpg,1,0
./face_image/fake/CBD04AES1V.jpg,0,1
./face_image/real/27639.jpg,1,0
./face_image/real/03168.jpg,1,0
./face_image/fake/QLR1UH4WBM.jpg,0,1
./face_image/fake/AJYFPHCY2L.jpg,0,1
./face_image/fake/0S219JPVBZ.jpg,0,1
./face_image/real/46226.jpg,1,0
./face_image/real/56469.jpg,1,0
./face_image/fake/J76DNNBCKI.jpg,0,1
./face_image/fake/S840UMS0SU.jpg,0,1
./face_image/real/19788.jpg,1,0
./face_image/real/04484.jpg,1,0
./face_image/real/02147.jpg,1,0
./face_image/real/45557.jpg,1,0
./face_image/fake/8BHIDWR1OP.jpg,0,1
./face_image/fake/F964P7637T.jpg,0,1
./face_image/real/32218.jpg,1,0
./face_image/real/50823.jpg,1,0
./face_image/real/09933.jpg,1,0
./face_image/fake/RHLYC2HHON.jpg,0,1
./face_image/fake/95B7MBXSRK.jpg,0,1
./face_image/real/37684.jpg,1,0
./face_image/real/46003.jpg,1,0
./face_image/fake/TBOMJ5QXIZ.jpg,0,1
./face_image/real/59648.jpg,1,0
./face_image/fake/7DV2NJ00PL.jpg,0,1
./face_image/real/20752.jpg,1,0
./face_image/fake/84RTQNGP04.jpg,0,1
./face_image/real/06255.jpg,1,0
./face_image/real/35006.jpg,1,0
./face_image/fake/APKC1J3RDM.jpg,0,1
./face_image/real/09814.jpg,1,0
./face_image/real/11770.jpg,1,0
./face_image/fake/T0GR3LU9OQ.jpg,0,1
./face_image/fake/MFPBVPRHKU.jpg,0,1
./face_image/real/55197.jpg,1,0
./face_image/real/55260.jpg,1,0
./face_image/fake/985EQCXEEF.jpg,0,1
./face_image/fake/OHJ1INFP8C.jpg,0,1
./face_image/fake/SPP4OWQ0E0.jpg,0,1
./face_image/fake/DEJF27KDMB.jpg,0,1
./face_image/real/60440.jpg,1,0
./face_image/real/46239.jpg,1,0
./face_image/real/63520.jpg,1,0
./face_image/fake/OT5JBUFDK2.jpg,0,1
./face_image/fake/5Y81L3BWJ5.jpg,0,1
./face_image/fake/I3UQC0M2MQ.jpg,0,1
./face_image/fake/TIQYRKZX3G.jpg,0,1
./face_image/fake/GWCLVG2VDB.jpg,0,1
./face_image/fake/ZJNU8WUAXE.jpg,0,1
./face_image/fake/T20941MHI0.jpg,0,1
./face_image/real/40952.jpg,1,0
./face_image/fake/JQEXBVKEMQ.jpg,0,1
./face_image/real/22460.jpg,1,0
./face_image/fake/IG2JJCKSYK.jpg,0,1
./face_image/fake/5K7FBA4C6S.jpg,0,1
./face_image/real/02560.jpg,1,0
./face_image/real/67724.jpg,1,0
./face_image/fake/FG9PMRZ0FT.jpg,0,1
./face_image/fake/4XWB28DJMJ.jpg,0,1
./face_image/fake/CYNVF4B8ON.jpg,0,1
./face_image/fake/6W4602HRO6.jpg,0,1
./face_image/fake/5XHCQ8YPD8.jpg,0,1
./face_image/fake/A3KXHKBTZZ.jpg,0,1
./face_image/real/65301.jpg,1,0
./face_image/fake/NRWC0V8JOV.jpg,0,1
./face_image/real/49223.jpg,1,0
./face_image/real/57558.jpg,1,0
./face_image/fake/O02EBYWI9M.jpg,0,1
./face_image/fake/0KKZSJWZW1.jpg,0,1
./face_image/fake/7OEK6KFFNQ.jpg,0,1
./face_image/fake/RZ4QMEN3S4.jpg,0,1
./face_image/fake/31LCDM9RZ5.jpg,0,1
./face_image/real/61905.jpg,1,0
./face_image/fake/VU95OPVH5J.jpg,0,1
./face_image/fake/TD96AE1DRU.jpg,0,1
./face_image/real/57114.jpg,1,0
./face_image/real/00153.jpg,1,0
./face_image/fake/P1G0IVZT9S.jpg,0,1
./face_image/fake/OX3JJF7826.jpg,0,1
./face_image/real/24881.jpg,1,0
./face_image/fake/7X63YCYIX0.jpg,0,1
./face_image/real/26990.jpg,1,0
./face_image/fake/G6Z6DVL0M1.jpg,0,1
./face_image/fake/STKNEIN28D.jpg,0,1
./face_image/fake/2ZHAE6AMF3.jpg,0,1
./face_image/real/44364.jpg,1,0
./face_image/real/51551.jpg,1,0
./face_image/real/02407.jpg,1,0
./face_image/fake/QQ0951AAH0.jpg,0,1
./face_image/real/21163.jpg,1,0
./face_image/real/62954.jpg,1,0
./face_image/real/42296.jpg,1,0
./face_image/fake/G2FRQN10GU.jpg,0,1
./face_image/real/02545.jpg,1,0
./face_image/fake/2MX3C91M8K.jpg,0,1
./face_image/fake/SO3TQ5KSB8.jpg,0,1
./face_image/fake/EQ7JTPPA40.jpg,0,1
./face_image/real/48605.jpg,1,0
./face_image/real/39526.jpg,1,0
./face_image/real/31052.jpg,1,0
./face_image/real/16616.jpg,1,0
./face_image/real/62362.jpg,1,0
./face_image/fake/DISB8WPF0Z.jpg,0,1
./face_image/real/60955.jpg,1,0
./face_image/real/14696.jpg,1,0
./face_image/real/23618.jpg,1,0
./face_image/fake/1EZMO4OIP1.jpg,0,1
./face_image/fake/CEUTX1KX3Z.jpg,0,1
./face_image/fake/9SBKWZHW53.jpg,0,1
./face_image/real/32989.jpg,1,0
./face_image/real/41232.jpg,1,0
./face_image/fake/P5UOU9F0V6.jpg,0,1
./face_image/fake/8AI4V28GT0.jpg,0,1
./face_image/real/37291.jpg,1,0
./face_image/fake/DSD57BC9YC.jpg,0,1
./face_image/real/53964.jpg,1,0
./face_image/fake/8I7VAWGCR1.jpg,0,1
./face_image/fake/RRPIAZKGE4.jpg,0,1
./face_image/fake/ANOB1HTCEK.jpg,0,1
./face_image/real/33721.jpg,1,0
./face_image/real/39242.jpg,1,0
./face_image/fake/4YTYHP0FT9.jpg,0,1
./face_image/real/33109.jpg,1,0
./face_image/fake/XGPO3R5KW3.jpg,0,1
./face_image/real/27088.jpg,1,0
./face_image/fake/BISCPY07HM.jpg,0,1
./face_image/fake/PBQX6NZ6WT.jpg,0,1
./face_image/fake/JIFZL03XQK.jpg,0,1
./face_image/fake/MC4F5AN6ZT.jpg,0,1
./face_image/real/51717.jpg,1,0
./face_image/real/11042.jpg,1,0
./face_image/real/32350.jpg,1,0
./face_image/fake/Q2Z07RWWH4.jpg,0,1
./face_image/real/37850.jpg,1,0
./face_image/fake/H4QQTXW6OE.jpg,0,1
./face_image/real/35612.jpg,1,0
./face_image/real/27348.jpg,1,0
./face_image/fake/EZ408VW510.jpg,0,1
./face_image/real/22681.jpg,1,0
./face_image/real/63278.jpg,1,0
./face_image/fake/YC7DRCMIEM.jpg,0,1
./face_image/real/30713.jpg,1,0
./face_image/real/34380.jpg,1,0
./face_image/fake/VVQ1VPCHVM.jpg,0,1
./face_image/fake/ZGMY93NTNY.jpg,0,1
./face_image/real/19658.jpg,1,0
./face_image/fake/UCN6WN7DNK.jpg,0,1
./face_image/fake/JJGHWZG4YC.jpg,0,1
./face_image/real/23109.jpg,1,0
./face_image/fake/82MIDW1Q8Y.jpg,0,1
./face_image/real/08221.jpg,1,0
./face_image/real/32058.jpg,1,0
./face_image/real/65939.jpg,1,0
./face_image/fake/8V7JZBZPDI.jpg,0,1
./face_image/fake/LIVWSTY4JM.jpg,0,1
./face_image/fake/22P1Y44KUI.jpg,0,1
./face_image/fake/EZQEUPNVA9.jpg,0,1
./face_image/fake/4DMJ47IW15.jpg,0,1
./face_image/fake/DEH4J0BFIL.jpg,0,1
./face_image/real/18051.jpg,1,0
./face_image/real/19694.jpg,1,0
./face_image/fake/WZOCTJ674M.jpg,0,1
./face_image/fake/WN4WQVC61B.jpg,0,1
./face_image/fake/7OXV43UYSL.jpg,0,1
./face_image/real/42610.jpg,1,0
./face_image/real/04862.jpg,1,0
./face_image/fake/Q6T6DM967R.jpg,0,1
./face_image/real/63947.jpg,1,0
./face_image/fake/UIFIYMWBTC.jpg,0,1
./face_image/fake/4TAY005A2T.jpg,0,1
./face_image/real/07414.jpg,1,0
./face_image/fake/4T6ZITFWTA.jpg,0,1
./face_image/real/51177.jpg,1,0
./face_image/fake/J3A9HBCHQN.jpg,0,1
./face_image/real/20075.jpg,1,0
./face_image/fake/Y06CHZ3AR0.jpg,0,1
./face_image/real/60848.jpg,1,0
./face_image/real/43298.jpg,1,0
./face_image/real/13341.jpg,1,0
./face_image/fake/TPIICY1C5Y.jpg,0,1
./face_image/fake/0LH8JJMAPP.jpg,0,1
./face_image/real/46325.jpg,1,0
./face_image/fake/U1GK8XLPDV.jpg,0,1
./face_image/fake/V73AC7ZY1Q.jpg,0,1
./face_image/real/61219.jpg,1,0
./face_image/fake/4X8PXWN9DB.jpg,0,1
./face_image/fake/KNQN5RXI7K.jpg,0,1
./face_image/fake/BL3ZG8Z4DL.jpg,0,1
./face_image/real/00679.jpg,1,0
./face_image/real/46288.jpg,1,0
./face_image/fake/A7Q9AA4FGH.jpg,0,1
./face_image/real/36252.jpg,1,0
./face_image/fake/5QWF053NRE.jpg,0,1
./face_image/real/17640.jpg,1,0
./face_image/real/54271.jpg,1,0
./face_image/fake/AOAG6BYRVW.jpg,0,1
./face_image/real/11790.jpg,1,0
./face_image/real/02400.jpg,1,0
./face_image/fake/PWTI0AJPIF.jpg,0,1
./face_image/real/57725.jpg,1,0
./face_image/real/24670.jpg,1,0
./face_image/fake/XZTMSIAMCK.jpg,0,1
./face_image/fake/T63M5PPOFO.jpg,0,1
./face_image/real/29245.jpg,1,0
./face_image/real/08247.jpg,1,0
./face_image/real/42648.jpg,1,0
./face_image/real/66929.jpg,1,0
./face_image/real/50306.jpg,1,0
./face_image/real/06196.jpg,1,0
./face_image/fake/RNXD4KH6E4.jpg,0,1
./face_image/fake/U8SW59H4HQ.jpg,0,1
./face_image/fake/Y0A8YCNOOM.jpg,0,1
./face_image/fake/5X8OG45KJN.jpg,0,1
./face_image/real/41657.jpg,1,0
./face_image/fake/V94K2E6GTS.jpg,0,1
./face_image/real/63615.jpg,1,0
./face_image/fake/XTFUAM7650.jpg,0,1
./face_image/real/35727.jpg,1,0
./face_image/real/31159.jpg,1,0
./face_image/real/02561.jpg,1,0
./face_image/fake/0HWZKTX26B.jpg,0,1
./face_image/fake/FEBZHKX0WC.jpg,0,1
./face_image/real/57703.jpg,1,0
./face_image/real/47622.jpg,1,0
./face_image/fake/FRXVNDZ5T0.jpg,0,1
./face_image/fake/DXB66T12PJ.jpg,0,1
./face_image/fake/AXZ2NNKHJD.jpg,0,1
./face_image/fake/JWAKI5UDWU.jpg,0,1
./face_image/real/55414.jpg,1,0
./face_image/real/20394.jpg,1,0
./face_image/fake/VH60BHK2J7.jpg,0,1
./face_image/fake/940RFBIG0A.jpg,0,1
./face_image/real/49810.jpg,1,0
./face_image/fake/XSSIEUOA46.jpg,0,1
./face_image/fake/1UWR6O09OM.jpg,0,1
./face_image/fake/FZP4ETY93U.jpg,0,1
./face_image/fake/6IPXCDJMHD.jpg,0,1
./face_image/real/44841.jpg,1,0
./face_image/real/65933.jpg,1,0
./face_image/fake/BYJ6VNDN1V.jpg,0,1
./face_image/fake/IEQ1F0G1MN.jpg,0,1
./face_image/fake/Z5MGN3NDGU.jpg,0,1
./face_image/real/68953.jpg,1,0
./face_image/fake/EQK67B0QF7.jpg,0,1
./face_image/real/01890.jpg,1,0
./face_image/real/30295.jpg,1,0
./face_image/real/56384.jpg,1,0
./face_image/fake/QT52AUSKMP.jpg,0,1
./face_image/real/54782.jpg,1,0
./face_image/fake/NZIMH7U4SW.jpg,0,1
./face_image/real/02661.jpg,1,0
./face_image/fake/7QWEGBCVAN.jpg,0,1
./face_image/fake/AB5NWFIQRQ.jpg,0,1
./face_image/fake/YYXTOBIJ4H.jpg,0,1
./face_image/fake/WOJ7GR71DN.jpg,0,1
./face_image/fake/2G3YLGONE2.jpg,0,1
./face_image/real/21250.jpg,1,0
./face_image/real/32399.jpg,1,0
./face_image/fake/SK6FRM2FYS.jpg,0,1
./face_image/real/62627.jpg,1,0
./face_image/fake/D0DVNNVMN4.jpg,0,1
./face_image/fake/JNNBEEUG7L.jpg,0,1
./face_image/fake/6HEUXLCQNM.jpg,0,1
./face_image/fake/L3UVQQY5GX.jpg,0,1
./face_image/fake/O6BTFLVY6S.jpg,0,1
./face_image/fake/QZM3XN8H7B.jpg,0,1
./face_image/real/44270.jpg,1,0
./face_image/fake/H2EWIG8LOF.jpg,0,1
./face_image/real/34510.jpg,1,0
./face_image/real/20249.jpg,1,0
./face_image/fake/FO87BPS3RT.jpg,0,1
./face_image/fake/TOW0RR7FHS.jpg,0,1
./face_image/real/42378.jpg,1,0
./face_image/fake/HJFENXXG3L.jpg,0,1
./face_image/fake/6JULGJ9VPZ.jpg,0,1
./face_image/fake/Y8Y6AU78LL.jpg,0,1
./face_image/fake/3A930TO32Q.jpg,0,1
./face_image/real/19429.jpg,1,0
./face_image/fake/2RZ17ZFF8E.jpg,0,1
./face_image/fake/KFBYBTV9JL.jpg,0,1
./face_image/fake/GKUYJDOEEB.jpg,0,1
./face_image/fake/Q1G9HV8DCN.jpg,0,1
./face_image/fake/W69ZQYFKPC.jpg,0,1
./face_image/fake/C3A7EPXSFQ.jpg,0,1
./face_image/fake/BZP08K449H.jpg,0,1
./face_image/fake/OSMSWWBMY8.jpg,0,1
./face_image/fake/IUQD9SN7IN.jpg,0,1
./face_image/fake/O41KCZM4XA.jpg,0,1
./face_image/real/43357.jpg,1,0
./face_image/real/05542.jpg,1,0
./face_image/fake/28C3U7GZQM.jpg,0,1
./face_image/fake/B7XFISCXEN.jpg,0,1
./face_image/fake/9E8AM95JQZ.jpg,0,1
./face_image/real/01709.jpg,1,0
./face_image/real/66451.jpg,1,0
./face_image/fake/GJGPT384NR.jpg,0,1
./face_image/fake/AX6P7L5QML.jpg,0,1
./face_image/real/48838.jpg,1,0
./face_image/real/62382.jpg,1,0
./face_image/fake/YTW5NAZ8QX.jpg,0,1
./face_image/fake/PVU75V618G.jpg,0,1
./face_image/real/38330.jpg,1,0
./face_image/fake/YE268UC3LH.jpg,0,1
./face_image/real/46858.jpg,1,0
./face_image/fake/XDUNE6EC31.jpg,0,1
./face_image/fake/3G7JQRODYC.jpg,0,1
./face_image/fake/SU4DH91MP1.jpg,0,1
./face_image/fake/6ITHVHRXUI.jpg,0,1
./face_image/fake/57INRBFJ09.jpg,0,1
./face_image/real/42965.jpg,1,0
./face_image/fake/6WE2SYW0TL.jpg,0,1
./face_image/real/64991.jpg,1,0
./face_image/fake/L5XRY0SW0O.jpg,0,1
./face_image/real/48076.jpg,1,0
./face_image/fake/LA65VIEZ31.jpg,0,1
./face_image/real/30005.jpg,1,0
./face_image/fake/B1QDKS0D7A.jpg,0,1
./face_image/fake/BG655Q98WR.jpg,0,1
./face_image/fake/JBUE0QI9C8.jpg,0,1
./face_image/real/06852.jpg,1,0
./face_image/real/13242.jpg,1,0
./face_image/real/22371.jpg,1,0
./face_image/fake/5GICWXZ9B6.jpg,0,1
./face_image/fake/L6HWBT6LVR.jpg,0,1
./face_image/real/55390.jpg,1,0
./face_image/real/14357.jpg,1,0
./face_image/fake/JYK4CKK9FR.jpg,0,1
./face_image/real/51635.jpg,1,0
./face_image/real/22310.jpg,1,0
./face_image/real/66946.jpg,1,0
./face_image/fake/IMH1CHBGG5.jpg,0,1
./face_image/real/54002.jpg,1,0
./face_image/fake/2TUQFWLZ94.jpg,0,1
./face_image/fake/ZF7JUTPEPO.jpg,0,1
./face_image/real/19994.jpg,1,0
./face_image/fake/4G389VH7Y2.jpg,0,1
./face_image/fake/38L7HGC48K.jpg,0,1
./face_image/fake/XZ49EO7YCV.jpg,0,1
./face_image/real/51965.jpg,1,0
./face_image/fake/487ZFAX21X.jpg,0,1
./face_image/real/43299.jpg,1,0
./face_image/fake/YIAI3NEK8H.jpg,0,1
./face_image/real/46908.jpg,1,0
./face_image/fake/49FAEKRQ2S.jpg,0,1
./face_image/fake/RINIX0X06I.jpg,0,1
./face_image/fake/Z7JB7O3JBM.jpg,0,1
./face_image/fake/PKCP3X51NY.jpg,0,1
./face_image/real/58950.jpg,1,0
./face_image/fake/5L7ENT4ZY3.jpg,0,1
./face_image/fake/F0CX85KS6L.jpg,0,1
./face_image/real/36530.jpg,1,0
./face_image/fake/IG8OKLK99F.jpg,0,1
./face_image/fake/N36SH6Q6TI.jpg,0,1
./face_image/fake/1E8PGASSE9.jpg,0,1
./face_image/fake/JHPLUFJVGG.jpg,0,1
./face_image/real/19683.jpg,1,0
./face_image/real/67833.jpg,1,0
./face_image/real/13267.jpg,1,0
./face_image/fake/0D4B6RGA7G.jpg,0,1
./face_image/real/18664.jpg,1,0
./face_image/fake/U2ERN0XN58.jpg,0,1
./face_image/fake/UES460IYSV.jpg,0,1
./face_image/real/67002.jpg,1,0
./face_image/fake/KE2C0HG5K8.jpg,0,1
./face_image/fake/QY7RGWKQCK.jpg,0,1
./face_image/real/27942.jpg,1,0
./face_image/fake/66R0DNIVHO.jpg,0,1
./face_image/fake/W02ZSTZFO8.jpg,0,1
./face_image/real/40361.jpg,1,0
./face_image/real/41851.jpg,1,0
./face_image/fake/42RBGS0DMQ.jpg,0,1
./face_image/real/15343.jpg,1,0
./face_image/real/51881.jpg,1,0
./face_image/fake/0J02QCID6P.jpg,0,1
./face_image/fake/I018ERGJNU.jpg,0,1
./face_image/real/23175.jpg,1,0
./face_image/real/07469.jpg,1,0
./face_image/real/45303.jpg,1,0
./face_image/real/19565.jpg,1,0
./face_image/real/36708.jpg,1,0
./face_image/real/52726.jpg,1,0
./face_image/real/29387.jpg,1,0
./face_image/real/42962.jpg,1,0
./face_image/fake/GIVB1Z7CZV.jpg,0,1
./face_image/fake/Y6J8GE089U.jpg,0,1
./face_image/real/57378.jpg,1,0
./face_image/fake/RG7V5YKKCY.jpg,0,1
./face_image/fake/H5G86ZAP2W.jpg,0,1
./face_image/fake/V3L2ANCTK7.jpg,0,1
./face_image/fake/AHYF1GNJVM.jpg,0,1
./face_image/fake/BWNQAR8IFM.jpg,0,1
./face_image/fake/ZCMSSBKMWI.jpg,0,1
./face_image/fake/AJMOJAOE0D.jpg,0,1
./face_image/fake/WHBXYYUJTR.jpg,0,1
./face_image/real/31889.jpg,1,0
./face_image/fake/UZ6H386XE1.jpg,0,1
./face_image/real/09155.jpg,1,0
./face_image/real/56763.jpg,1,0
./face_image/real/63231.jpg,1,0
./face_image/fake/QZDH2QBAFR.jpg,0,1
./face_image/real/44549.jpg,1,0
./face_image/real/39338.jpg,1,0
./face_image/real/48469.jpg,1,0
./face_image/real/52975.jpg,1,0
./face_image/fake/J95WR9D11U.jpg,0,1
./face_image/real/12373.jpg,1,0
./face_image/fake/8XKOOX3G7G.jpg,0,1
./face_image/real/47215.jpg,1,0
./face_image/real/26461.jpg,1,0
./face_image/fake/FPSGS7HTJL.jpg,0,1
./face_image/real/50064.jpg,1,0
./face_image/fake/3N85TFUCT7.jpg,0,1
./face_image/real/57008.jpg,1,0
./face_image/real/19701.jpg,1,0
./face_image/real/56400.jpg,1,0
./face_image/fake/RZ0XLPKNUG.jpg,0,1
./face_image/real/24691.jpg,1,0
./face_image/real/10647.jpg,1,0
./face_image/real/57193.jpg,1,0
